mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.515947182973226,0.3668351211151509,0.09180275599161784,0.04953541378061855,0.01,{'clf__C': 0.01},0.7233741752346448,0.7195694925461553,0.7226906819333634,0.7218781165713878,0.0016561198508631882,4
4.1960616906483965,0.5978153140439315,0.09347891807556152,0.042561270982534344,0.1,{'clf__C': 0.1},0.7313950934602026,0.7272824193868184,0.7313513886579592,0.7300096338349934,0.0019285143698688134,3
3.508637269337972,0.5426481760019564,0.030739704767862957,0.017257113666865307,1.0,{'clf__C': 1.0},0.7321658010832455,0.7280602429003097,0.7321948035917005,0.7308069491917518,0.0019422507347508515,2
1.9793339570363362,0.183308435826298,0.018098990122477215,0.002649540569452272,10.0,{'clf__C': 10.0},0.7322457181408806,0.7281357735393559,0.732273675136656,0.7308850556056309,0.0019440694960758498,1
