mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.4156983693440755,0.011350079465774933,0.04614869753519694,0.006382893588246728,0.01,{'clf__C': 0.01},0.6762164634946881,0.6730392148476187,0.6712433054624917,0.6734996612682661,0.0020562236232172927,4
0.5605332851409912,0.026181338531064923,0.05740745862325033,0.010290234649636852,0.1,{'clf__C': 0.1},0.7282061028430054,0.7241022532701109,0.7236223056908888,0.725310220601335,0.0020570509453935047,3
0.5271758238474528,0.03420119393741409,0.02418351173400879,0.010656228279009222,1.0,{'clf__C': 1.0},0.7366435088455123,0.7332673598153274,0.734224511500602,0.7347117933871473,0.0014207224209818884,2
0.37432312965393066,0.06250754562598998,0.0071718692779541016,0.0012568711279471964,10.0,{'clf__C': 10.0},0.7371490126114106,0.7340561316878211,0.7351247181645768,0.7354432874879362,0.0012825996809124832,1
